monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,1,1,0,0,0,1,20260421,20260426,279
0,1,1,0,0,0,1,20260502,20260510,974
0,1,1,0,0,1,0,20260428,20260502,170
0,1,1,0,0,1,1,20260418,20260422,167
0,1,1,0,1,0,0,20260505,20260508,398
0,1,1,0,1,1,1,20260411,20260429,565
0,1,1,0,1,1,1,20260428,20260503,185
0,1,1,1,0,0,0,20260413,20260430,986
0,1,1,1,0,0,0,20260414,20260416,249
0,1,1,1,0,0,0,20260421,20260423,225
0,1,1,1,0,0,0,20260428,20260430,439
0,1,1,1,0,0,0,20260505,20260507,521
0,1,1,1,0,0,1,20260414,20260430,467
0,1,1,1,0,0,1,20260426,20260509,377
0,1,1,1,0,0,1,20260503,20260507,290
0,1,1,1,0,0,1,20260505,20260510,475
0,1,1,1,0,0,1,20260506,20260511,33
0,1,1,1,0,1,1,20260411,20260430,309
0,1,1,1,0,1,1,20260425,20260430,904
0,1,1,1,1,0,0,20260414,20260417,186
0,1,1,1,1,0,0,20260414,20260430,440
0,1,1,1,1,0,0,20260414,20260430,67
0,1,1,1,1,0,0,20260416,20260422,102
0,1,1,1,1,0,0,20260419,20260430,845
0,1,1,1,1,0,0,20260420,20260430,457
0,1,1,1,1,0,0,20260421,20260501,680
0,1,1,1,1,0,0,20260428,20260508,64
0,1,1,1,1,0,0,20260501,20260511,634
0,1,1,1,1,0,0,20260505,20260508,617
0,1,1,1,1,0,1,20260412,20260421,162
0,1,1,1,1,0,1,20260412,20260506,452
0,1,1,1,1,0,1,20260412,20260511,919
0,1,1,1,1,0,1,20260413,20260421,956
0,1,1,1,1,0,1,20260418,20260424,713
0,1,1,1,1,0,1,20260418,20260430,379
0,1,1,1,1,0,1,20260501,20260510,238
0,1,1,1,1,0,1,20260501,20260510,254
0,1,1,1,1,1,0,20260411,20260417,747
0,1,1,1,1,1,0,20260411,20260424,980
0,1,1,1,1,1,0,20260414,20260418,381
0,1,1,1,1,1,0,20260418,20260430,144
0,1,1,1,1,1,0,20260506,20260511,588
0,1,1,1,1,1,1,20260411,20260430,180
0,1,1,1,1,1,1,20260414,20260430,206
0,1,1,1,1,1,1,20260414,20260507,703
0,1,1,1,1,1,1,20260415,20260421,449
0,1,1,1,1,1,1,20260421,20260501,198
0,1,1,1,1,1,1,20260421,20260510,239
0,1,1,1,1,1,1,20260425,20260429,435
0,1,1,1,1,1,1,20260501,20260510,103
0,1,1,1,1,1,1,20260501,20260511,365
0,1,1,1,1,1,1,20260502,20260508,694
0,1,1,1,1,1,1,20260502,20260510,496
1,0,0,0,0,0,0,20260411,20260413,272
1,0,0,0,0,0,0,20260413,20260427,236
1,0,0,0,0,0,0,20260504,20260511,992
1,0,0,0,0,0,1,20260412,20260413,1016
1,0,0,0,0,0,1,20260418,20260427,684
1,0,0,0,0,0,1,20260419,20260420,623
1,0,0,0,0,0,1,20260419,20260426,1017
1,0,0,0,0,0,1,20260426,20260427,997
1,0,0,0,0,0,1,20260502,20260511,717
1,0,0,0,0,0,1,20260510,20260511,123
1,0,0,0,0,1,0,20260425,20260427,320
1,0,0,0,0,1,0,20260502,20260504,421
1,0,0,0,0,1,0,20260509,20260511,104
1,0,0,0,0,1,1,20260411,20260413,989
1,0,0,0,0,1,1,20260411,20260427,635
1,0,0,0,0,1,1,20260411,20260427,661
1,0,0,0,0,1,1,20260419,20260510,216
1,0,0,0,0,1,1,20260420,20260510,43
1,0,0,0,0,1,1,20260425,20260427,378
1,0,0,0,0,1,1,20260502,20260504,109
1,0,0,0,0,1,1,20260502,20260510,436
1,0,0,0,0,1,1,20260509,20260511,438
1,0,0,0,1,0,0,20260427,20260501,334
1,0,0,0,1,0,0,20260501,20260504,818
1,0,0,0,1,0,0,20260504,20260508,835
1,0,0,0,1,0,0,20260504,20260511,346
1,0,0,0,1,0,0,20260508,20260511,392
1,0,0,0,1,0,1,20260424,20260427,1018
1,0,0,0,1,0,1,20260503,20260511,406
1,0,0,0,1,0,1,20260508,20260511,491
1,0,0,0,1,1,0,20260411,20260427,426
1,0,0,0,1,1,0,20260417,20260420,718
1,0,0,0,1,1,0,20260417,20260508,533
1,0,0,0,1,1,0,20260418,20260430,795
1,0,0,0,1,1,0,20260420,20260425,711
1,0,0,0,1,1,0,20260501,20260511,190
1,0,0,0,1,1,0,20260504,20260511,917
1,0,0,0,1,1,0,20260508,20260511,500
1,0,0,0,1,1,1,20260411,20260419,444
1,0,0,0,1,1,1,20260413,20260419,736
1,0,0,0,1,1,1,20260425,20260511,515
1,0,0,0,1,1,1,20260502,20260511,93
1,0,0,0,1,1,1,20260508,20260511,66
1,0,0,1,0,0,0,20260413,20260416,869
1,0,0,1,0,0,0,20260427,20260430,681
1,0,0,1,0,0,0,20260507,20260511,750
1,0,0,1,0,0,1,20260426,20260430,982
1,0,0,1,0,0,1,20260507,20260511,1008
1,0,0,1,0,1,1,20260507,20260511,50
1,0,0,1,1,0,0,20260413,20260430,534
1,0,0,1,1,0,0,20260420,20260424,975
1,0,0,1,1,0,0,20260420,20260508,558
1,0,0,1,1,0,0,20260423,20260427,510
1,0,0,1,1,0,0,20260424,20260511,748
1,0,0,1,1,0,0,20260507,20260511,983
1,0,0,1,1,0,1,20260507,20260511,825
1,0,0,1,1,1,0,20260417,20260502,31
1,0,0,1,1,1,0,20260418,20260427,155
1,0,0,1,1,1,0,20260424,20260511,348
1,0,0,1,1,1,0,20260507,20260511,105
1,0,0,1,1,1,1,20260411,20260430,4
1,0,0,1,1,1,1,20260416,20260420,385
1,0,0,1,1,1,1,20260418,20260430,478
1,0,0,1,1,1,1,20260420,20260430,689
1,0,0,1,1,1,1,20260507,20260511,12
1,0,1,0,0,0,0,20260413,20260415,708
1,0,1,0,0,0,0,20260413,20260424,300
1,0,1,0,0,0,0,20260420,20260422,692
1,0,1,0,0,0,0,20260504,20260506,642
1,0,1,0,0,0,1,20260411,20260427,193
1,0,1,0,0,0,1,20260411,20260506,298
1,0,1,0,0,0,1,20260413,20260511,965
1,0,1,0,0,0,1,20260506,20260511,116
1,0,1,0,0,1,1,20260411,20260415,660
1,0,1,0,0,1,1,20260412,20260419,624
1,0,1,0,0,1,1,20260420,20260427,538
1,0,1,0,0,1,1,20260425,20260429,479
1,0,1,0,0,1,1,20260502,20260503,743
1,0,1,0,1,0,0,20260413,20260417,732
1,0,1,0,1,0,0,20260424,20260511,851
1,0,1,0,1,0,1,20260412,20260417,433
1,0,1,0,1,1,0,20260424,20260511,156
1,0,1,1,0,0,0,20260413,20260416,987
1,0,1,1,0,0,0,20260413,20260427,837
1,0,1,1,0,0,0,20260419,20260430,247
1,0,1,1,0,1,1,20260411,20260416,847
1,0,1,1,0,1,1,20260413,20260428,960
1,0,1,1,0,1,1,20260506,20260511,224
1,0,1,1,1,0,0,20260413,20260427,495
1,0,1,1,1,0,0,20260413,20260427,574
1,0,1,1,1,0,0,20260414,20260422,761
1,0,1,1,1,0,0,20260424,20260511,559
1,0,1,1,1,0,0,20260424,20260511,946
1,0,1,1,1,0,0,20260424,20260511,96
1,0,1,1,1,0,0,20260506,20260511,94
1,0,1,1,1,0,0,20260507,20260511,901
1,0,1,1,1,0,1,20260419,20260430,274
1,0,1,1,1,1,0,20260504,20260509,59
1,0,1,1,1,1,0,20260504,20260511,465
1,0,1,1,1,1,0,20260506,20260511,179
1,0,1,1,1,1,1,20260417,20260424,145
1,0,1,1,1,1,1,20260417,20260429,585
1,0,1,1,1,1,1,20260418,20260429,37
1,0,1,1,1,1,1,20260418,20260430,222
1,1,0,0,0,0,0,20260413,20260414,770
1,1,0,0,0,0,0,20260413,20260511,462
1,1,0,0,0,0,0,20260413,20260511,580
1,1,0,0,0,0,0,20260420,20260421,525
1,1,0,0,0,0,0,20260420,20260421,670
1,1,0,0,0,0,0,20260427,20260428,199
1,1,0,0,0,0,0,20260504,20260505,817
1,1,0,0,0,0,1,20260411,20260414,119
1,1,0,0,0,0,1,20260412,20260511,780
1,1,0,0,0,0,1,20260419,20260421,724
1,1,0,0,0,0,1,20260426,20260428,505
1,1,0,0,0,0,1,20260426,20260511,187
1,1,0,0,0,0,1,20260502,20260510,387
1,1,0,0,0,0,1,20260503,20260505,709
1,1,0,0,0,1,0,20260502,20260505,604
1,1,0,0,0,1,1,20260411,20260414,9
1,1,0,0,0,1,1,20260411,20260511,217
1,1,0,0,0,1,1,20260418,20260421,315
1,1,0,0,0,1,1,20260430,20260511,251
1,1,0,0,0,1,1,20260502,20260505,65
1,1,0,0,1,0,0,20260501,20260505,81
1,1,0,0,1,1,1,20260424,20260428,296
1,1,0,0,1,1,1,20260425,20260510,39
1,1,0,1,0,0,0,20260414,20260427,252
1,1,0,1,0,0,0,20260416,20260421,857
1,1,0,1,0,0,0,20260420,20260430,583
1,1,0,1,0,0,0,20260505,20260511,556
1,1,0,1,0,0,1,20260412,20260427,776
1,1,0,1,0,0,1,20260413,20260423,276
1,1,0,1,0,0,1,20260413,20260423,535
1,1,0,1,0,1,0,20260414,20260425,905
1,1,0,1,0,1,1,20260411,20260427,937
1,1,0,1,1,0,0,20260417,20260427,383
1,1,0,1,1,0,1,20260419,20260427,665
1,1,0,1,1,1,0,20260413,20260511,596
1,1,0,1,1,1,0,20260413,20260511,647
1,1,0,1,1,1,0,20260502,20260511,785
1,1,0,1,1,1,0,20260504,20260509,715
1,1,0,1,1,1,0,20260505,20260511,973
1,1,0,1,1,1,1,20260411,20260427,323
1,1,0,1,1,1,1,20260501,20260510,771
1,1,1,0,0,0,0,20260412,20260425,539
1,1,1,0,0,0,0,20260413,20260415,171
1,1,1,0,0,0,0,20260413,20260422,1002
1,1,1,0,0,0,0,20260413,20260429,355
1,1,1,0,0,0,0,20260413,20260429,619
1,1,1,0,0,0,0,20260413,20260430,207
1,1,1,0,0,0,0,20260413,20260507,995
1,1,1,0,0,0,0,20260413,20260511,317
1,1,1,0,0,0,0,20260420,20260422,301
1,1,1,0,0,0,0,20260420,20260422,726
1,1,1,0,0,0,0,20260420,20260427,1004
1,1,1,0,0,0,0,20260427,20260429,108
1,1,1,0,0,0,0,20260427,20260429,787
1,1,1,0,0,0,0,20260427,20260511,976
1,1,1,0,0,0,0,20260428,20260511,594
1,1,1,0,0,0,0,20260501,20260510,829
1,1,1,0,0,0,0,20260501,20260511,263
1,1,1,0,0,0,0,20260501,20260511,657
1,1,1,0,0,0,0,20260501,20260511,704
1,1,1,0,0,0,0,20260502,20260511,157
1,1,1,0,0,0,0,20260504,20260506,337
1,1,1,0,0,0,0,20260504,20260511,591
1,1,1,0,0,0,0,20260505,20260511,399
1,1,1,0,0,0,0,20260505,20260511,767
1,1,1,0,0,0,1,20260411,20260415,959
1,1,1,0,0,0,1,20260412,20260506,513
1,1,1,0,0,0,1,20260419,20260422,150
1,1,1,0,0,0,1,20260426,20260429,212
1,1,1,0,0,0,1,20260426,20260429,782
1,1,1,0,0,0,1,20260426,20260503,615
1,1,1,0,0,0,1,20260427,20260511,879
1,1,1,0,0,0,1,20260428,20260510,75
1,1,1,0,0,0,1,20260503,20260506,341
1,1,1,0,0,0,1,20260504,20260510,287
1,1,1,0,0,1,0,20260413,20260502,579
1,1,1,0,0,1,0,20260418,20260507,970
1,1,1,0,0,1,0,20260425,20260427,700
1,1,1,0,0,1,0,20260502,20260506,71
1,1,1,0,0,1,1,20260411,20260415,998
1,1,1,0,0,1,1,20260411,20260430,695
1,1,1,0,0,1,1,20260411,20260430,906
1,1,1,0,0,1,1,20260413,20260422,616
1,1,1,0,0,1,1,20260413,20260426,275
1,1,1,0,0,1,1,20260418,20260422,459
1,1,1,0,0,1,1,20260418,20260507,106
1,1,1,0,0,1,1,20260425,20260429,293
1,1,1,0,0,1,1,20260501,20260511,414
1,1,1,0,0,1,1,20260502,20260506,928
1,1,1,0,0,1,1,20260504,20260511,122
1,1,1,0,1,0,0,20260413,20260424,760
1,1,1,0,1,0,0,20260413,20260430,273
1,1,1,0,1,0,0,20260414,20260422,10
1,1,1,0,1,0,0,20260414,20260423,958
1,1,1,0,1,0,0,20260417,20260430,51
1,1,1,0,1,0,0,20260420,20260424,192
1,1,1,0,1,0,0,20260424,20260511,347
1,1,1,0,1,0,0,20260504,20260511,131
1,1,1,0,1,0,1,20260412,20260426,194
1,1,1,0,1,1,0,20260418,20260427,259
1,1,1,0,1,1,1,20260411,20260426,977
1,1,1,0,1,1,1,20260411,20260430,464
1,1,1,0,1,1,1,20260411,20260511,422
1,1,1,0,1,1,1,20260417,20260422,783
1,1,1,0,1,1,1,20260418,20260508,7
1,1,1,0,1,1,1,20260420,20260426,1000
1,1,1,0,1,1,1,20260425,20260426,804
1,1,1,0,1,1,1,20260426,20260511,722
1,1,1,0,1,1,1,20260501,20260506,843
1,1,1,0,1,1,1,20260502,20260511,469
1,1,1,0,1,1,1,20260503,20260510,77
1,1,1,1,0,0,0,20260413,20260416,384
1,1,1,1,0,0,0,20260413,20260416,951
1,1,1,1,0,0,0,20260413,20260423,370
1,1,1,1,0,0,0,20260413,20260424,242
1,1,1,1,0,0,0,20260413,20260429,372
1,1,1,1,0,0,0,20260413,20260430,714
1,1,1,1,0,0,0,20260413,20260511,1001
1,1,1,1,0,0,0,20260413,20260511,165
1,1,1,1,0,0,0,20260413,20260511,297
1,1,1,1,0,0,0,20260413,20260511,357
1,1,1,1,0,0,0,20260413,20260511,388
1,1,1,1,0,0,0,20260413,20260511,415
1,1,1,1,0,0,0,20260413,20260511,651
1,1,1,1,0,0,0,20260413,20260511,763
1,1,1,1,0,0,0,20260413,20260511,830
1,1,1,1,0,0,0,20260414,20260427,437
1,1,1,1,0,0,0,20260414,20260511,32
1,1,1,1,0,0,0,20260418,20260430,483
1,1,1,1,0,0,0,20260420,20260423,139
1,1,1,1,0,0,0,20260420,20260506,499
1,1,1,1,0,0,0,20260420,20260506,89
1,1,1,1,0,0,0,20260420,20260511,654
1,1,1,1,0,0,0,20260420,20260511,912
1,1,1,1,0,0,0,20260423,20260507,450
1,1,1,1,0,0,0,20260424,20260511,205
1,1,1,1,0,0,0,20260427,20260430,183
1,1,1,1,0,0,0,20260427,20260507,154
1,1,1,1,0,0,0,20260427,20260511,17
1,1,1,1,0,0,0,20260428,20260511,729
1,1,1,1,0,0,0,20260428,20260511,87
1,1,1,1,0,0,0,20260428,20260511,940
1,1,1,1,0,0,0,20260429,20260511,488
1,1,1,1,0,0,0,20260501,20260511,575
1,1,1,1,0,0,0,20260502,20260511,971
1,1,1,1,0,0,0,20260504,20260507,871
1,1,1,1,0,0,0,20260504,20260507,922
1,1,1,1,0,0,0,20260504,20260511,354
1,1,1,1,0,0,0,20260505,20260507,489
1,1,1,1,0,0,1,20260411,20260423,1014
1,1,1,1,0,0,1,20260411,20260428,586
1,1,1,1,0,0,1,20260411,20260430,429
1,1,1,1,0,0,1,20260411,20260511,413
1,1,1,1,0,0,1,20260412,20260416,631
1,1,1,1,0,0,1,20260412,20260423,562
1,1,1,1,0,0,1,20260412,20260427,120
1,1,1,1,0,0,1,20260412,20260429,861
1,1,1,1,0,0,1,20260412,20260430,511
1,1,1,1,0,0,1,20260412,20260511,271
